Vehicle Number,Category ID,Account Balance,Email-ID,Password
AP14IJ1725,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,hoCaDBUJ2Wp+a8Om1hurSg==
AP14OA5368,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Da9GS5Prt+sggWDnBmzcoA==
AP15NU3009,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Y1cMVvbT9V/i2TS2n4mCaA==
AP15RB5787,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,LXLTah34LQnTBy6jiVTcNQ==
AP15RK1033,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RNM6QuXo/NRG8GxHcQtz0g==
AP16TC7190,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,X86VI4qkvNGcvETAnUykOQ==
AP16XR3681,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TCzNeZ02+J2qavV+Hp48PQ==
AP17KT7450,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,3/rKOGAg2jLxpdDM6xGuEA==
AP17VX7363,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,w9ccEMGjQmiVG/4Pm0LtkQ==
AP17XL9649,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SH0+t3YxwefmTwU1gLp2uw==
AP18CK1737,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8T+Ty8mzusdoemMn2Q/9RA==
AP19BU4595,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,wFK0gqBf68fnYe5G9OMRkw==
AP19CZ5323,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,US/V45WnCZT0Eww75cV+KQ==
AP19EQ3805,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jbCNcBPaT/RHKWrnu2Xjxg==
AP19FT5046,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,4RbBXDd1Bg59rsL86MxxOg==
AP19WS1594,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,l7cxf9Q7rDInuF79oCnrhg==
AP20AJ9793,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,vAtN55+J9ydT/99MTwPefQ==
AP20AU5063,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,fME5XomkXxeK0pIxP3DC4A==
AP20IZ0768,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TCe2WzIJ6stDLY8VBsgFtg==
AP20OT1663,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ToqP23t1U2++XQQRpLA+8Q==
AP21GC4490,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1npWpCl9QHq0avyeTHY9IQ==
AP21LM4595,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5mTb4u+h2X8tqEIVlkoXqw==
AP21OP3542,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AiRIEfDWw7l1rt8O3G4Ybw==
AP22FK8158,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YpPPk7MpJ+5y7F8kh4uGPg==
AP22II2247,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,3mVrF1g9gS5NZC/Qh6LEWg==
AP22TW0215,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Ty6DVy9f70c3fty9EG7yFw==
AP23EG0476,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,HBohDxTzoErsylC7C74KSA==
AP23IA3228,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,V/j/5ZFXSHERzcFxB3GBTA==
AP23KF5550,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AWPP9/kK3oSWBq6gTeUWRg==
AP23PG1868,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Lz+ugGj57snHIGGM7sIIdQ==
AP23PK3791,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SPd2xJXDQyI+ZoxPOTrYNQ==
AP23UY5658,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TgfA12f2K3ktpjvstqNCHQ==
AP24UH6800,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,+szfVIQ3fMka0lno0zTTuQ==
AP25CX0113,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,A9v8IO/+LBOTDkFABBUKAA==
AP25TP2288,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,qCSgR/esQJJvVO8c/EFNUg==
AP26DP0218,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,nXBTb5R9tffkiOGINxwCbQ==
AP26MJ0294,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,tIC2du26jf9BTADNtOVrfQ==
AP27HK9775,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cQWbS5Qkx91OODw9Ti5NjQ==
AP27OM8653,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XgtaanC/EuHM+UFZ30FpDQ==
AP28EI7618,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ODTYSs+5oKVFJwQ5Jl4fUA==
AP28FZ6015,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2hfsR2hrDL0BzjWp98jndg==
AP28KK5901,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Q/gGaGH3ajO92ydex3hhZA==
AP28OV8727,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,x6GnlDXHyRvIxzdGLuCrgQ==
AP28RT4719,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,BcGyUV5c4ZC7/3TylhVdhw==
AP28VI5417,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Yti6banaiVlPciMIBk8AQg==
AP29KF6946,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,d7FYlalZtducQlBy51j6Ig==
AP29OV7032,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,FESqcVLaRDD4rFv959ZnLg==
AP29OZ1634,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XiGZ40PGohzo9SIphBvnHA==
AP29QS7113,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mB6inKCia8DV67hecDylDg==
AP29YK7174,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,OGv176qaLifgy4OhP8Nizg==
AP30DI6807,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,UQpaovt8QAcSo6aTXmnDDg==
AP30NA4087,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,QkQF7Al1EI9C2Fsqb7tToQ==
AP30WX9237,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,sTN38hXmqBjaCXLeZ6QjBA==
AP30ZE2987,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,d1XkshowCQ0WhsuJp0Sk+Q==
AP31LY4751,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,LrIWxWer1/zIIIqcyCFE7A==
AP31OE1128,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,swmSFM/mrOKbcSM0xtcQgQ==
AP31PH2875,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,0W9kNFyg+O+D1BF5RQ8vFg==
AP31XR5705,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9MmoRYSYSIGE/Yqc17ogsQ==
AP31ZH3655,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,6fCOg05aT7tyVoUJDE17iw==
AP32HS6282,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,BYgRuNHFhWH7Hc1OH09eTw==
AP32IP8041,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xpweMt0Yo3TQQlNdrzWuZw==
AP32KL8058,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,APteFQpwCRLAwykYoOgBlg==
AP32RA5089,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RX01L4H3EkudOEBceMRx4w==
AP32SU8779,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,og4qG0e0RKqtXOxdSyVb+w==
AP32ZX9405,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,/GUUqmf0D61Rn0Mf3WAt3Q==
AP33EJ0875,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,MfQSJX4veZrvIOPIHwDOtQ==
AP33RY1733,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9cxZ1UWZTGUyUGUkmsfhUw==
AP34CM3279,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,h67FeVJbkJPy0XRQL9Vauw==
AP34EG6007,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,rNxKqTSY5us5dGe55xh+CQ==
AP34FY0679,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RuDqvSxSTlpCuUtdzLZ/Wg==
AP34UQ3648,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,PI0gHyivRE/brPNOFQlrkA==
AP35NF0425,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xwKRISVBR+nBtrl98ceb4g==
AP35NZ2745,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,4UdyaTRuC153Kx/wA8nRyw==
AP35QN1987,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,KftRwIl0rH7vxAD8xgnIzQ==
AP35YX6866,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xqNB855WpzmXa1kD6aprGw==
AP36AN2453,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,HJMyeC00uSW79QUO/fxatA==
AP36FS2456,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XbPNSw6oqYG+Ao6AICWRtg==
AP36PM6142,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jyvctscUMFuIxVG10tcSMQ==
AP36SU3587,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,rzZWU8wUukClzvf0oe2VTQ==
AP37CB5946,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,WMLA13F+R8I9KY0w9jypyQ==
AP37HG0500,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,aCfPdaf8F6aQht3VQpnfhA==
AP37LA6931,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,tXd9vshcs9Ttp+YzG/GtJw==
AP37ZO4060,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,pFXpux9h11b4nMBs2uOK6w==
AP38MK2087,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5OBfGQvXS3wnizhUx5lFwA==
AP38OA4412,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,NJP0uFvlVSnRg8iZfsRX7Q==
AP39KQ8053,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1/Ckx0WraaY/FIelRSN8QA==
AP39KX4833,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,ZjlOmFCBikgCq0u7svOpdA==
AP39QT6892,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,UUHzB7o81sdSsVfLApeQtQ==
AP41KP3131,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,jnxdiBak52a1HozJSN9+8g==
AP41SB6289,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mEWsslY+poVvoyF4s0VXyg==
AP41SC9991,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,s3pwYixmyxNYB9gOnn3F8A==
AP41XV4476,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,s7KFUwLBzjEKgDO74ollrw==
AP41YR2607,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,KDSCGhNs3dnbCH2VOQp4sg==
AP42KR7078,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cehlUNjhfTSLWPAmhCqf8A==
AP43BK8103,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,sqW+29rc+KCU4y4e2TB6Sw==
AP43FY3602,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,wYQ/zzcMd9lqyBzwUo4PTA==
AP43OQ8611,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,txnM0E+Nkj4Jhdn7SkZfVQ==
AP45DX4342,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,TDjrza2KJAdkv7t8zSHdDg==
AP45EJ5678,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,QtpzgJwuQW7ExAPIvs1vyQ==
AP45KL8852,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8QADJ0oA/QNIMNLZfdPjSA==
AP46NX9596,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,qs5xC3WEBWghLgqPWIKSag==
AP46QT1832,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,0j1FxQLDR0uFTvYtBe4dXw==
AP46VF8865,6,1800,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,6mFNrsy+alP1fqdx7Yim0Q==
AP46YB6409,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,fnokkHC1wrC0ced/bonWeQ==
AP46ZP0085,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,8u4IwVEp5KLKR0UOtrFIkQ==
AP48AR3598,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YRBz9/o0CBAYrfNbBKqpYQ==
AP48EI8440,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,Yary4fI9ltuhdSY+SY0wUQ==
AP48MV2377,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,cVrMc3TeUm0Cw12dpk0wBw==
AP49HA7300,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,mUe8odb4nIyPoONYObGjyg==
AP49IN0067,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,afwt0B8nhQAkQDz/yOEpSA==
AP49JE4978,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2/HFS+jj3T1Vl9tUFu5fEw==
AP49QS9860,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XrhPzbtYpjh/RmDKxyx4MA==
AP50OU1797,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,o2pO0QuZvNcIekCn7tuwlA==
AP51BN1897,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,xac0npQt64U0QAp+qhriUw==
AP51FE2531,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5nGBYK5bVQ6TSnKQ7OczlQ==
AP51VY6202,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,baou4qP0b1kHj9tlFXcmzQ==
AP51WS5632,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,DyKeuoHyX/sgTo1MWpKoMw==
AP52CF0124,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,oXJMLq1rv00evtqwNrA1pQ==
AP52QX9509,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,2VTfJ/u1Hmz1StpyQ7kdJA==
AP53SZ3782,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,SM8+7UyNegWKokj4SLAiEQ==
AP53VH3505,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,V5I85r/FNEDX5wlNIq92MA==
AP54DM2179,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,PN6/6fezKiEM7L90MoA2JA==
AP54ET6022,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,AGWYitePkyepCOSLXF5Ekw==
AP55FL6072,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,JhxiVUC9ofKNP1kTzbV6hQ==
AP55JO9363,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,bdPhYWwPDmVdVZshmBrbfw==
AP55KZ5338,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,OB4OoTk0Mk0YxiQ+URHLkQ==
AP55TE7408,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,/DMBF/eh6eDZHTs2xmgAsQ==
AP55US3962,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9pn27nVR0EmG+z3mCHsXUw==
AP56FS5637,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,9fhfr/KBxZNGaCs2651uRA==
AP56FV3539,7,1900,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,YvOEqsMVqpagURixBi2WBw==
AP57EH4591,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,1e0tdfmIAdHH5/NRvxp4CA==
AP57UC5762,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,CGqKgONTilWXdoIkZNFuaw==
AP59QQ2972,3,1500,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,XEuZz3jQ7zI/bnWbjdxCbA==
AP59RZ4734,4,1600,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,NPNDtcSou9LacE8f7AJVnQ==
AP60JC2923,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,5irzb0vUppdGmCF+Ly6tTQ==
AP61BR2925,2,1400,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,RCas7p1GUXE/JyMOhThx5A==
AP61NQ4814,5,1700,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,E1slqz7nUyZJMj/1Gqx1pw==
AP61VI5156,1,1300,ZQWJsjHhH9VhNx4Eef4uPx6NYfZIf3O//edGA9fGHfE=,paOeN7xXpCYa6UOo69ojTw==
